,arch_type,seed,base,variant_name,val_loss,val_accuracy,val_macro_f,val_precision,val_recall,val_doc_entropy,test_loss,test_accuracy,test_macro_f,test_precision,test_recall,test_doc_entropy,dropout_rate,embedding_type,max_length,head_num,calculate_entropy,with_gru,run_id
10,BiAttentionClassifyModel,40,0,base,0.375804,0.887727,0.887343,0.914176,0.887727,2.916658,0.342794,0.895545,0.895552,0.920996,0.895545,2.92538,0.2,roberta-wwm,100,40.0,1.0,,toutiao_news/keep_all/BiAttentionClassifyModel
11,BiAttentionClassifyModel,2020,0,base,0.36984,0.888091,0.888403,0.915104,0.888091,2.977502,0.341763,0.893727,0.894317,0.921163,0.893727,2.985438,0.2,roberta-wwm,100,40.0,1.0,,toutiao_news/keep_all/BiAttentionClassifyModel
12,BiAttentionClassifyModel,4,0,base,0.409943,0.890091,0.89055,0.916294,0.890091,2.693185,0.381967,0.894909,0.894291,0.920091,0.894909,2.701851,0.2,roberta-wwm,100,40.0,1.0,,toutiao_news/keep_all/BiAttentionClassifyModel
13,BiAttentionClassifyModel,25,0,base,0.378102,0.887818,0.887899,0.915603,0.887818,2.89544,0.355797,0.894364,0.89321,0.920588,0.894364,2.90477,0.2,roberta-wwm,100,40.0,1.0,,toutiao_news/keep_all/BiAttentionClassifyModel
14,BiAttentionClassifyModel,2021,0,base,0.402397,0.890182,0.891652,0.918502,0.890182,2.688246,0.373841,0.894909,0.894327,0.919832,0.894909,2.694869,0.2,roberta-wwm,100,40.0,1.0,,toutiao_news/keep_all/BiAttentionClassifyModel
15,PretrainedBaseline,40,0,,0.409101,0.880455,0.880728,0.909175,0.880455,,0.392772,0.885273,0.885337,0.912985,0.885273,,0.2,roberta-wwm,100,,,,toutiao_news/keep_all/PretrainedBaseline
16,PretrainedBaseline,2020,0,,0.405457,0.881091,0.881601,0.91005,0.881091,,0.387725,0.883727,0.883966,0.911526,0.883727,,0.2,roberta-wwm,100,,,,toutiao_news/keep_all/PretrainedBaseline
17,PretrainedBaseline,4,0,,0.393969,0.879364,0.879721,0.910421,0.879364,,0.383875,0.880818,0.880424,0.909349,0.880818,,0.2,roberta-wwm,100,,,,toutiao_news/keep_all/PretrainedBaseline
18,PretrainedBaseline,25,0,,0.403129,0.880545,0.880345,0.910856,0.880545,,0.381885,0.887818,0.887888,0.914769,0.887818,,0.2,roberta-wwm,100,,,,toutiao_news/keep_all/PretrainedBaseline
19,PretrainedBaseline,2021,0,,0.407513,0.881636,0.881371,0.909567,0.881636,,0.383183,0.884091,0.884112,0.911525,0.884091,,0.2,roberta-wwm,100,,,,toutiao_news/keep_all/PretrainedBaseline
20,PretrainedBaseline,4,0,,0.409608,0.879364,0.879492,0.908335,0.879364,,0.389575,0.882727,0.882226,0.909647,0.882727,,0.2,bert-base-chinese,100,,,,toutiao_news/keep_all/PretrainedBaseline
21,PretrainedBaseline,25,0,,0.403088,0.879091,0.878722,0.907633,0.879091,,0.383956,0.884636,0.885159,0.914919,0.884636,,0.2,bert-base-chinese,100,,,,toutiao_news/keep_all/PretrainedBaseline
22,PretrainedBaseline,2021,0,,0.419846,0.874909,0.873813,0.903095,0.874909,,0.390772,0.880545,0.88104,0.909751,0.880545,,0.2,bert-base-chinese,100,,,,toutiao_news/keep_all/PretrainedBaseline
23,PretrainedBaseline,2020,0,,0.407645,0.876545,0.875832,0.90442,0.876545,,0.386497,0.880727,0.879664,0.908201,0.880727,,0.2,bert-base-chinese,100,,,,toutiao_news/keep_all/PretrainedBaseline
24,PretrainedBaseline,42,0,,0.406127,0.876818,0.876188,0.906031,0.876818,,0.385727,0.882545,0.88217,0.911104,0.882545,,0.2,bert-base-chinese,100,,,,toutiao_news/keep_all/PretrainedBaseline
25,BiAttentionClassifyModel,4,0,base,0.363489,0.890727,0.889499,0.914711,0.890727,2.791228,0.340435,0.899727,0.900149,0.923994,0.899727,2.799132,0.2,bert-base-chinese,100,40.0,1.0,,toutiao_news/keep_all/BiAttentionClassifyModel
26,BiAttentionClassifyModel,25,0,base,0.382995,0.890727,0.890502,0.916744,0.890727,2.422186,0.363353,0.897273,0.896937,0.923581,0.897273,2.425072,0.2,bert-base-chinese,100,40.0,1.0,,toutiao_news/keep_all/BiAttentionClassifyModel
27,BiAttentionClassifyModel,2021,0,base,0.388498,0.888636,0.888587,0.91662,0.888636,2.451804,0.356153,0.898909,0.898199,0.922456,0.898909,2.45539,0.2,bert-base-chinese,100,40.0,1.0,,toutiao_news/keep_all/BiAttentionClassifyModel
28,BiAttentionClassifyModel,2020,0,base,0.380034,0.892091,0.892442,0.918951,0.892091,2.445929,0.351124,0.9,0.899927,0.924436,0.9,2.450997,0.2,bert-base-chinese,100,40.0,1.0,,toutiao_news/keep_all/BiAttentionClassifyModel
29,BiAttentionClassifyModel,42,0,base,0.364628,0.890364,0.890466,0.917467,0.890364,2.682969,0.346567,0.893091,0.892599,0.918609,0.893091,2.692846,0.2,bert-base-chinese,100,40.0,1.0,,toutiao_news/keep_all/BiAttentionClassifyModel
30,PretrainedBaseline,2020,0,,0.407645,0.876545,0.875832,0.90442,0.876545,,0.386497,0.880727,0.879664,0.908201,0.880727,,0.2,bert-base-chinese,100,,,,toutiao_news/keep_all/PretrainedBaseline
31,PretrainedBaseline,42,0,,0.406127,0.876818,0.876188,0.906031,0.876818,,0.385727,0.882545,0.88217,0.911104,0.882545,,0.2,bert-base-chinese,100,,,,toutiao_news/keep_all/PretrainedBaseline
32,BiAttentionClassifyModel,4,0,base,0.541462,0.837091,0.838118,0.878151,0.837091,2.527463,0.51737,0.847182,0.847825,0.886299,0.847182,2.530265,0.2,bert-base-chinese,100,60.0,1.0,,toutiao_news/keep_all/BiAttentionClassifyModel
33,BiAttentionClassifyModel,25,0,base,0.535291,0.838,0.838993,0.878257,0.838,2.002851,0.512399,0.844364,0.844541,0.88071,0.844364,2.003665,0.2,bert-base-chinese,100,60.0,1.0,,toutiao_news/keep_all/BiAttentionClassifyModel
34,BiAttentionClassifyModel,2021,0,base,0.502221,0.846636,0.847231,0.88476,0.846636,2.876377,0.490427,0.850636,0.849236,0.885901,0.850636,2.885717,0.2,bert-base-chinese,100,60.0,1.0,,toutiao_news/keep_all/BiAttentionClassifyModel
35,BiAttentionClassifyModel,2020,0,base,0.492635,0.853545,0.851998,0.884908,0.853545,2.672641,0.475323,0.857909,0.857616,0.891222,0.857909,2.670803,0.2,bert-base-chinese,100,60.0,1.0,,toutiao_news/keep_all/BiAttentionClassifyModel
36,BiAttentionClassifyModel,42,0,base,0.50433,0.849364,0.849179,0.885222,0.849364,2.844763,0.486006,0.855,0.8548,0.889143,0.855,2.849676,0.2,bert-base-chinese,100,60.0,1.0,,toutiao_news/keep_all/BiAttentionClassifyModel
37,PretrainedBaseline,4,0,,0.558562,0.847818,0.847654,0.887144,0.847818,,0.54717,0.846909,0.846073,0.885733,0.846909,,0.2,bert-base-chinese,100,,,,toutiao_news/keep_all/PretrainedBaseline
38,PretrainedBaseline,25,0,,0.455229,0.867727,0.868937,0.900645,0.867727,,0.448853,0.867182,0.867647,0.899717,0.867182,,0.2,bert-base-chinese,100,,,,toutiao_news/keep_all/PretrainedBaseline
39,PretrainedBaseline,2021,0,,0.530939,0.847636,0.846959,0.884986,0.847636,,0.513661,0.852091,0.852071,0.889905,0.852091,,0.2,bert-base-chinese,100,,,,toutiao_news/keep_all/PretrainedBaseline
40,PretrainedBaseline,2020,0,,0.518756,0.848909,0.84839,0.882734,0.848909,,0.500103,0.855636,0.855021,0.888403,0.855636,,0.2,bert-base-chinese,100,,,,toutiao_news/keep_all/PretrainedBaseline
41,PretrainedBaseline,42,0,,0.51177,0.859091,0.857716,0.889746,0.859091,,0.491837,0.864,0.86301,0.895582,0.864,,0.2,bert-base-chinese,100,,,,toutiao_news/keep_all/PretrainedBaseline
